Index,Hyperlink
186,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_2_MONUMENT-HEALTH-UNITEDHEALTHCARE-NEW-BUSINESS-RATE_UHC-CHOICE-PLUS---PREMIUM-DESIGNATION_2_-MNH_TC_in-network-rates.json.gz
187,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_A-B-ELECTRIC-DIRECT_UNITED-HEALTH-CARE---OPTIONS-PPO_-1J_58_in-network-rates.json.gz
188,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_A-B-ELECTRIC-DIRECT_UNITED-HEALTH-CARE---OPTIONS-PPO_-J_58_in-network-rates.json.gz
189,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ABLETO-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-SAN_0L_in-network-rates.json.gz
190,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ACTIVECARE-AND-REGENEXX_UNITEDHEALTHCARE-CHOICE-PLUS_-ATC_0L_in-network-rates.json.gz
191,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ADVOCATE-HEALTH-CARE_NX1I_in-network-rates.json.gz
192,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ADVOCATE-HEALTH-CARE_NXA9_in-network-rates.json.gz
194,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AFFILIATED-FOODS-DCI-WITH-UNITEDHEALTHCARE-NBR_UNITEDHEALTHCARE-CHOICE-PLUS_-AFD_0L_in-network-rates.json.gz
195,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AFFILIATED-FOODS-DCI-WITH-UNITEDHEALTHCARE-NBR_UNITED-HEALTH-CARE---OPTIONS-PPO_-D_58_in-network-rates.json.gz
196,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AIRROSTI-SERVICES-DIRECT-CONTRACT_UNITEDHEALTHCARE-CHOICE-PLUS_-AIR_0L_in-network-rates.json.gz
197,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ALLIANCE-PREMIER-WITH-NEHA-H-W-3-TIER_UHC-OPTIONS-TRAVEL-WITH-MULTIPLAN-BENCHMARK_WOFC_58TQ_in-network-rates.json.gz
198,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ALLIANCE-WITH-NEHA-H-W-3-TIER_UHC-OPTIONS-TRAVEL-WITH-MULTIPLAN-BENCHMARK_WOBC_58TQ_in-network-rates.json.gz
199,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMERICAN-AIRLINES_AABH_in-network-rates.json.gz
200,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMERICAN-AIRLINES-LUS-DCI-WITH-UNITEDHEALTHCARE-NBR_UNITEDHEALTHCARE-CHOICE-PLUS_-ALU_0L_in-network-rates.json.gz
201,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMERICAN-AIRLINES-LUS-DCI-WITH-UNITEDHEALTHCARE-NBR_UNITED-HEALTH-CARE---OPTIONS-PPO_-ALU_58_in-network-rates.json.gz
202,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMERICAN-AIRLINES---UHC-OPTIONS_AAOP_in-network-rates.json.gz
203,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMERICAN-HEALTH-NETWORK_NXA2_in-network-rates.json.gz
204,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMERICAN-ORTHODONTICS-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-AO_0L_in-network-rates.json.gz
205,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMERICAN-WELL-DCI---POMCO_UNITEDHEALTHCARE-CHOICE-PLUS_-AW_0L_in-network-rates.json.gz
206,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMWELL-TELEMEDICINE-DCI_CHILDRENS-HEALTH-NETWORK-OF-DALLAS_-AM_HMCD_in-network-rates.json.gz
207,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMWELL-TELEMEDICINE-DCI_CHILDRENS-HEALTH-NETWORK-OF-DALLAS_-AM_HMCE_in-network-rates.json.gz
208,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMWELL-TELEMEDICINE-DCI_NEBRASKA-METHODIST-HEALTH-SYSTEM_-AM_HNMH_in-network-rates.json.gz
209,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMWELL-TELEMEDICINE-DCI_OCHSNER-HEALTH-LSU-W-UHC-CHOICE-PLUS_-AM_HULA_in-network-rates.json.gz
210,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMWELL-TELEMEDICINE-DCI_OCHSNER-HEALTH-LSU-W-UHC-CHOICE-PLUS_-AM_HULQ_in-network-rates.json.gz
211,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMWELL-TELEMEDICINE-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-AM_0L_in-network-rates.json.gz
212,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMWELL-TELEMED-WITH_CLEVELAND-CLINIC-FLORIDA_-MNF_HF_in-network-rates.json.gz
213,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMWELL-TELEMED-WITH_CLEVELAND-CLINIC-FLORIDA_-MNF_HFE_in-network-rates.json.gz
214,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_AMWELL-TELEMED-WITH_NEBRASKA-METHODIST-HEALTH-SYSTEM_-MNF_HNMH_in-network-rates.json.gz
215,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_APPALACHIAN-REGIONAL-HEALTH-ANE-DCI_UNITEDHEALTHCARE-CHOICE-PLUS_-ANA_0L_in-network-rates.json.gz
216,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARCELOR-MITTAL-DIALYSIS-CONTRACT_UNITED-HEALTH-CARE---OPTIONS-PPO_R-_58_in-network-rates.json.gz
218,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARCHDIOCESE-OF-DENVER-WELFARE-BENEFITS-TRUST_ADOD_in-network-rates.json.gz
219,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARCHDIOCESE-OF-DUBUQUE_UNITEDHEALTHCARE-CHOICE-PLUS_-M_0L_in-network-rates.json.gz
220,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARCHDIOCESE-OF-DUBUQUE_UNITED-HEALTH-CARE---OPTIONS-PPO_-M_58_in-network-rates.json.gz
221,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARCHDIOCESE-OF-NEW-ORLEANS-DIRECT-DCI_LOUISIANA-UHC-SELECT-PLUS-NETWORK_-ANO_SLNP_in-network-rates.json.gz
222,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARCHDIOCESE-OF-NEW-ORLEANS-DIRECT-DCI_LOUISIANA-UHC-SELECT-PLUS-NETWORK_-ANO_SLSE_in-network-rates.json.gz
223,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARCH-HEALTH-PARTNERS_HAR_in-network-rates.json.gz
224,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARCH-HEALTH-PARTNERS-EPO_HAR1_in-network-rates.json.gz
225,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARIZONA-CARE-NETWORK_NX12_in-network-rates.json.gz
226,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARIZONA-COMMUNITY-PHYSICIANS_HACP_in-network-rates.json.gz
227,https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UMR--Inc-_Third-Party-Administrator_ARIZONA-CONNECTED-CARE_NX1B_in-network-rates.json.gz
